kode_kec,nama_kec,kode_kab,nama_kab,kode_prov,nama_prov
710414,Beo Utara,7104,Kabupaten Kepulauan Talaud,71,Sulawesi Utara
710415,Pulutan,7104,Kabupaten Kepulauan Talaud,71,Sulawesi Utara
710416,Melonguane Timur,7104,Kabupaten Kepulauan Talaud,71,Sulawesi Utara
710417,Moronge,7104,Kabupaten Kepulauan Talaud,71,Sulawesi Utara
710418,Beo Selatan,7104,Kabupaten Kepulauan Talaud,71,Sulawesi Utara
710419,Essang Selatan,7104,Kabupaten Kepulauan Talaud,71,Sulawesi Utara
710501,Modoinding,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710502,Tompaso Baru,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710503,Ranoyapo,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710507,Motoling,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710508,Sinonsayang,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710509,Tenga,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710510,Amurang,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710512,Tumpaan,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710513,Tareran,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710515,Kumelembuai,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710516,Maesaan,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710517,Amurang Barat,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710518,Amurang Timur,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710519,Tatapaan,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710521,Motoling Barat,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710522,Motoling Timur,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710523,Suluun Tareran,7105,Kabupaten Minahasa Selatan,71,Sulawesi Utara
710601,Kema,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710602,Kauditan,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710603,Airmadidi,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710604,Wori,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710605,Dimembe,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710606,Likupang Barat,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710607,Likupang Timur,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710608,Kalawat,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710609,Talawaan,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710610,Likupang Selatan,7106,Kabupaten Minahasa Utara,71,Sulawesi Utara
710701,Ratahan,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710702,Pusomaen,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710703,Belang,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710704,Ratatotok,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710705,Tombatu,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710706,Touluaan,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710707,Touluaan Selatan,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710708,Silian Raya,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710709,Tombatu Timur,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710710,Tombatu Utara,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710711,Pasan,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710712,Ratahan Timur,7107,Kabupaten Minahasa Tenggara,71,Sulawesi Utara
710801,Sangkub,7108,Kabupaten Bolaang Mongondow Utara,71,Sulawesi Utara
710802,Bintauna,7108,Kabupaten Bolaang Mongondow Utara,71,Sulawesi Utara
710803,Bolangitang Timur,7108,Kabupaten Bolaang Mongondow Utara,71,Sulawesi Utara
710804,Bolangitang Barat,7108,Kabupaten Bolaang Mongondow Utara,71,Sulawesi Utara
710805,Kaidipang,7108,Kabupaten Bolaang Mongondow Utara,71,Sulawesi Utara
710806,Pinogaluman,7108,Kabupaten Bolaang Mongondow Utara,71,Sulawesi Utara
710901,Siau Timur,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710902,Siau Barat,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710903,Tagulandang,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710904,Siau Timur Selatan,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710905,Siau Barat Selatan,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710906,Tagulandang Utara,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710907,Biaro,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710908,Siau Barat Utara,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710909,Siau Tengah,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
710910,Tagulandang Selatan,7109,Kabupaten Kep. Siau Tagulandang Biaro,71,Sulawesi Utara
711001,Tutuyan,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711002,Kotabunan,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711003,Nuangan,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711004,Modayag,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711005,Modayag Barat,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711006,Motongkad,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711007,Mooat,7110,Kabupaten Bolaang Mongondow Timur,71,Sulawesi Utara
711101,Bolaang Uki,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
711102,Posigadan,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
711103,Pinolosian,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
711104,Pinolosian Tengah,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
711105,Pinolosian Timur,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
711106,Helumo,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
711107,Tomini,7111,Kabupaten Bolaang Mongondow Selatan,71,Sulawesi Utara
717101,Bunaken,7171,Kota Manado,71,Sulawesi Utara
717102,Tuminting,7171,Kota Manado,71,Sulawesi Utara
717103,Singkil,7171,Kota Manado,71,Sulawesi Utara
717104,Wenang,7171,Kota Manado,71,Sulawesi Utara
717105,Tikala,7171,Kota Manado,71,Sulawesi Utara
717106,Sario,7171,Kota Manado,71,Sulawesi Utara
717107,Wanea,7171,Kota Manado,71,Sulawesi Utara
717108,Mapanget,7171,Kota Manado,71,Sulawesi Utara
717109,Malalayang,7171,Kota Manado,71,Sulawesi Utara
717110,Bunaken Kepulauan,7171,Kota Manado,71,Sulawesi Utara
717111,Paal Dua,7171,Kota Manado,71,Sulawesi Utara
717201,Lembeh Selatan,7172,Kota Bitung,71,Sulawesi Utara
717202,Madidir,7172,Kota Bitung,71,Sulawesi Utara
717203,Ranowulu,7172,Kota Bitung,71,Sulawesi Utara
717204,Aertembaga,7172,Kota Bitung,71,Sulawesi Utara
717205,Matuari,7172,Kota Bitung,71,Sulawesi Utara
717206,Girian,7172,Kota Bitung,71,Sulawesi Utara
717207,Maesa,7172,Kota Bitung,71,Sulawesi Utara
717208,Lembeh Utara,7172,Kota Bitung,71,Sulawesi Utara
717301,Tomohon Selatan,7173,Kota Tomohon,71,Sulawesi Utara
717302,Tomohon Tengah,7173,Kota Tomohon,71,Sulawesi Utara
717303,Tomohon Utara,7173,Kota Tomohon,71,Sulawesi Utara
717304,Tomohon Barat,7173,Kota Tomohon,71,Sulawesi Utara
717305,Tomohon Timur,7173,Kota Tomohon,71,Sulawesi Utara
717401,Kotamobagu Utara,7174,Kota Kotamobagu,71,Sulawesi Utara
717402,Kotamobagu Timur,7174,Kota Kotamobagu,71,Sulawesi Utara
717403,Kotamobagu Selatan,7174,Kota Kotamobagu,71,Sulawesi Utara
717404,Kotamobagu Barat,7174,Kota Kotamobagu,71,Sulawesi Utara
720101,Batui,7201,Kabupaten Banggai,72,Sulawesi Tengah
720102,Bunta,7201,Kabupaten Banggai,72,Sulawesi Tengah
720103,Kintom,7201,Kabupaten Banggai,72,Sulawesi Tengah
720104,Luwuk,7201,Kabupaten Banggai,72,Sulawesi Tengah
720105,Lamala,7201,Kabupaten Banggai,72,Sulawesi Tengah
720106,Balantak,7201,Kabupaten Banggai,72,Sulawesi Tengah
720107,Pagimana,7201,Kabupaten Banggai,72,Sulawesi Tengah
720108,Bualemo,7201,Kabupaten Banggai,72,Sulawesi Tengah
720109,Toili,7201,Kabupaten Banggai,72,Sulawesi Tengah
720110,Masama,7201,Kabupaten Banggai,72,Sulawesi Tengah
720111,Luwuk Timur,7201,Kabupaten Banggai,72,Sulawesi Tengah
720112,Toili Barat,7201,Kabupaten Banggai,72,Sulawesi Tengah
720113,Nuhon,7201,Kabupaten Banggai,72,Sulawesi Tengah
720114,Moilong,7201,Kabupaten Banggai,72,Sulawesi Tengah
720115,Batui Selatan,7201,Kabupaten Banggai,72,Sulawesi Tengah
720116,Lobu,7201,Kabupaten Banggai,72,Sulawesi Tengah
720117,Simpang Raya,7201,Kabupaten Banggai,72,Sulawesi Tengah
720118,Balantak Selatan,7201,Kabupaten Banggai,72,Sulawesi Tengah
720119,Balantak Utara,7201,Kabupaten Banggai,72,Sulawesi Tengah
720120,Luwuk Selatan,7201,Kabupaten Banggai,72,Sulawesi Tengah
720121,Luwuk Utara,7201,Kabupaten Banggai,72,Sulawesi Tengah
720122,Mantoh,7201,Kabupaten Banggai,72,Sulawesi Tengah
720123,Nambo,7201,Kabupaten Banggai,72,Sulawesi Tengah
720124,Toili Jaya,7201,Kabupaten Banggai,72,Sulawesi Tengah
720201,Poso Kota,7202,Kabupaten Poso,72,Sulawesi Tengah
720202,Poso Pesisir,7202,Kabupaten Poso,72,Sulawesi Tengah
720203,Lage,7202,Kabupaten Poso,72,Sulawesi Tengah
720204,Pamona Puselemba,7202,Kabupaten Poso,72,Sulawesi Tengah
720205,Pamona Timur,7202,Kabupaten Poso,72,Sulawesi Tengah
720206,Pamona Selatan,7202,Kabupaten Poso,72,Sulawesi Tengah
720207,Lore Utara,7202,Kabupaten Poso,72,Sulawesi Tengah
720208,Lore Tengah,7202,Kabupaten Poso,72,Sulawesi Tengah
720209,Lore Selatan,7202,Kabupaten Poso,72,Sulawesi Tengah
720218,Poso Pesisir Utara,7202,Kabupaten Poso,72,Sulawesi Tengah
720219,Poso Pesisir Selatan,7202,Kabupaten Poso,72,Sulawesi Tengah
720220,Pamona Barat,7202,Kabupaten Poso,72,Sulawesi Tengah
720221,Poso Kota Selatan,7202,Kabupaten Poso,72,Sulawesi Tengah
720222,Poso Kota Utara,7202,Kabupaten Poso,72,Sulawesi Tengah
720223,Lore Barat,7202,Kabupaten Poso,72,Sulawesi Tengah
720224,Lore Timur,7202,Kabupaten Poso,72,Sulawesi Tengah
720225,Lore Peore,7202,Kabupaten Poso,72,Sulawesi Tengah
720226,Pamona Tenggara,7202,Kabupaten Poso,72,Sulawesi Tengah
720227,Pamona Utara,7202,Kabupaten Poso,72,Sulawesi Tengah
720304,Rio Pakava,7203,Kabupaten Donggala,72,Sulawesi Tengah
720306,Dampelas,7203,Kabupaten Donggala,72,Sulawesi Tengah
720308,Banawa,7203,Kabupaten Donggala,72,Sulawesi Tengah
720309,Labuan,7203,Kabupaten Donggala,72,Sulawesi Tengah
720310,Sindue,7203,Kabupaten Donggala,72,Sulawesi Tengah
720311,Sirenja,7203,Kabupaten Donggala,72,Sulawesi Tengah
720312,Balaesang,7203,Kabupaten Donggala,72,Sulawesi Tengah
720314,Sojol,7203,Kabupaten Donggala,72,Sulawesi Tengah
720318,Banawa Selatan,7203,Kabupaten Donggala,72,Sulawesi Tengah
720319,Tanantovea,7203,Kabupaten Donggala,72,Sulawesi Tengah
720321,Pinembani,7203,Kabupaten Donggala,72,Sulawesi Tengah
720324,Sindue Tombusabora,7203,Kabupaten Donggala,72,Sulawesi Tengah
720325,Sindue Tobata,7203,Kabupaten Donggala,72,Sulawesi Tengah
720327,Banawa Tengah,7203,Kabupaten Donggala,72,Sulawesi Tengah
720330,Sojol Utara,7203,Kabupaten Donggala,72,Sulawesi Tengah
720331,Balaesang Tanjung,7203,Kabupaten Donggala,72,Sulawesi Tengah
720401,Dampal Selatan,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720402,Dampal Utara,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720403,Dondo,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720404,Basidondo,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720405,Ogodeide,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720406,Lampasio,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720407,Baolan,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720408,Galang,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720409,Tolitoli Utara,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720410,Dako Pemean,7204,Kabupaten Toli-Toli,72,Sulawesi Tengah
720501,Momunu,7205,Kabupaten Buol,72,Sulawesi Tengah
720502,Lakea,7205,Kabupaten Buol,72,Sulawesi Tengah
720503,Bokat,7205,Kabupaten Buol,72,Sulawesi Tengah
720504,Bunobogu,7205,Kabupaten Buol,72,Sulawesi Tengah
720505,Paleleh,7205,Kabupaten Buol,72,Sulawesi Tengah
720506,Biau,7205,Kabupaten Buol,72,Sulawesi Tengah
720507,Tiloan,7205,Kabupaten Buol,72,Sulawesi Tengah
720508,Bukal,7205,Kabupaten Buol,72,Sulawesi Tengah
720509,Gadung,7205,Kabupaten Buol,72,Sulawesi Tengah
720510,Karamat,7205,Kabupaten Buol,72,Sulawesi Tengah
720511,Paleleh Barat,7205,Kabupaten Buol,72,Sulawesi Tengah
720605,Bungku Tengah,7206,Kabupaten Morowali,72,Sulawesi Tengah
720606,Bungku Selatan,7206,Kabupaten Morowali,72,Sulawesi Tengah
720607,Menui Kepulauan,7206,Kabupaten Morowali,72,Sulawesi Tengah
720608,Bungku Barat,7206,Kabupaten Morowali,72,Sulawesi Tengah
720609,Bumi Raya,7206,Kabupaten Morowali,72,Sulawesi Tengah
720610,Bahodopi,7206,Kabupaten Morowali,72,Sulawesi Tengah
720612,Wita Ponda,7206,Kabupaten Morowali,72,Sulawesi Tengah
720615,Bungku Pesisir,7206,Kabupaten Morowali,72,Sulawesi Tengah
720618,Bungku Timur,7206,Kabupaten Morowali,72,Sulawesi Tengah
720620,Sombori Kepulauan,7206,Kabupaten Morowali,72,Sulawesi Tengah
720703,Totikum,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720704,Tinangkung,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720705,Liang,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720706,Bulagi,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720707,Buko,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720709,Bulagi Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720711,Tinangkung Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720715,Totikum Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720716,Peling Tengah,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720717,Bulagi Utara,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720718,Buko Selatan,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720719,Tinangkung Utara,7207,Kabupaten Banggai Kepulauan,72,Sulawesi Tengah
720801,Parigi,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720802,Ampibabo,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720803,Tinombo,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720804,Moutong,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720805,Tomini,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720806,Sausu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720807,Bolano Lambunu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720808,Kasimbar,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720809,Torue,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720810,Tinombo Selatan,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720811,Parigi Selatan,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720812,Mepanga,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720813,Toribulu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720814,Taopa,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720815,Balinggi,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720816,Parigi Barat,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720817,Siniu,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720818,Palasa,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720819,Parigi Utara,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720820,Parigi Tengah,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720821,Bolano,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720822,Ongka Malino,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720823,Sidoan,7208,Kabupaten Parigi Moutong,72,Sulawesi Tengah
720901,Una Una,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720902,Togean,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720903,Walea Kepulauan,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720904,Ampana Tete,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720905,Ampana Kota,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720906,Ulubongka,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720907,Tojo Barat,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720908,Tojo,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720909,Walea Besar,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720910,Ratolindo,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720911,Batudaka,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
720912,Talatako,7209,Kabupaten Tojo Una Una,72,Sulawesi Tengah
721001,Sigi Biromaru,7210,Kabupaten Sigi,72,Sulawesi Tengah
721002,Palolo,7210,Kabupaten Sigi,72,Sulawesi Tengah
721003,Nokilalaki,7210,Kabupaten Sigi,72,Sulawesi Tengah
721004,Lindu,7210,Kabupaten Sigi,72,Sulawesi Tengah
721005,Kulawi,7210,Kabupaten Sigi,72,Sulawesi Tengah
721006,Kulawi Selatan,7210,Kabupaten Sigi,72,Sulawesi Tengah
721007,Pipikoro,7210,Kabupaten Sigi,72,Sulawesi Tengah
721008,Gumbasa,7210,Kabupaten Sigi,72,Sulawesi Tengah
721009,Dolo Selatan,7210,Kabupaten Sigi,72,Sulawesi Tengah
721010,Tanambulava,7210,Kabupaten Sigi,72,Sulawesi Tengah
721011,Dolo Barat,7210,Kabupaten Sigi,72,Sulawesi Tengah
721012,Dolo,7210,Kabupaten Sigi,72,Sulawesi Tengah
721013,Kinovaro,7210,Kabupaten Sigi,72,Sulawesi Tengah
721014,Marawola,7210,Kabupaten Sigi,72,Sulawesi Tengah
721015,Marawola Barat,7210,Kabupaten Sigi,72,Sulawesi Tengah
721101,Banggai,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721102,Banggai Utara,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721103,Bokan Kepulauan,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721104,Bangkurung,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721105,Labobo,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721106,Banggai Selatan,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721107,Banggai Tengah,7211,Kabupaten Banggai Laut,72,Sulawesi Tengah
721201,Petasia,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721202,Petasia Timur,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721203,Lembo Raya,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721204,Lembo,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721205,Mori Atas,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721206,Mori Utara,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721207,Soyo Jaya,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721208,Bungku Utara,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721209,Mamosalato,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
721210,Petasia Barat,7212,Kabupaten Morowali Utara,72,Sulawesi Tengah
727101,Palu Timur,7271,Kota Palu,72,Sulawesi Tengah
727102,Palu Barat,7271,Kota Palu,72,Sulawesi Tengah
727103,Palu Selatan,7271,Kota Palu,72,Sulawesi Tengah
727104,Palu Utara,7271,Kota Palu,72,Sulawesi Tengah
727105,Ulujadi,7271,Kota Palu,72,Sulawesi Tengah
727106,Tatanga,7271,Kota Palu,72,Sulawesi Tengah
727107,Tawaeli,7271,Kota Palu,72,Sulawesi Tengah
727108,Mantikulore,7271,Kota Palu,72,Sulawesi Tengah
730101,Benteng,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730102,Bontoharu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730103,Bontomatene,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730104,Bontomanai,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730105,Bontosikuyu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730106,Pasimasunggu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730107,Pasimarannu,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730108,Taka Bonerate,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730109,Pasilambena,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730110,Pasimasunggu Timur,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730111,Buki,7301,Kabupaten Kepulauan Selayar,73,Sulawesi Selatan
730201,Gantarang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730202,Ujung Bulu,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730203,Bonto Bahari,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730204,Bonto Tiro,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730205,Herlang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730206,Kajang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730207,Bulukumpa,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730208,Kindang,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730209,Ujungloe,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730210,Rilauale,7302,Kabupaten Bulukumba,73,Sulawesi Selatan
730301,Bissappu,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730302,Bantaeng,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730303,Eremerasa,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730304,Tompo Bulu,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730305,Pajukukang,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730306,Uluere,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730307,Gantarang Keke,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730308,Sinoa,7303,Kabupaten Bantaeng,73,Sulawesi Selatan
730401,Bangkala,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730402,Tamalatea,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730403,Binamu,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730404,Batang,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730405,Kelara,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730406,Bangkala Barat,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730407,Bontoramba,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730408,Turatea,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730409,Arungkeke,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730410,Rumbia,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730411,Tarowang,7304,Kabupaten Jeneponto,73,Sulawesi Selatan
730501,Mappakasunggu,7305,Kabupaten Takalar,73,Sulawesi Selatan
730502,Mangarabombang,7305,Kabupaten Takalar,73,Sulawesi Selatan
730503,Polongbangkeng Selatan,7305,Kabupaten Takalar,73,Sulawesi Selatan
730504,Polongbangkeng Utara,7305,Kabupaten Takalar,73,Sulawesi Selatan
730505,Galesong Selatan,7305,Kabupaten Takalar,73,Sulawesi Selatan
730506,Galesong Utara,7305,Kabupaten Takalar,73,Sulawesi Selatan
730507,Pattallassang,7305,Kabupaten Takalar,73,Sulawesi Selatan
730508,Sanrobone,7305,Kabupaten Takalar,73,Sulawesi Selatan
730509,Galesong,7305,Kabupaten Takalar,73,Sulawesi Selatan
730510,Kepulauan Tanakeke,7305,Kabupaten Takalar,73,Sulawesi Selatan
730511,Polongbangkeng Timur,7305,Kabupaten Takalar,73,Sulawesi Selatan
730512,Laikang,7305,Kabupaten Takalar,73,Sulawesi Selatan
730601,Bontonompo,7306,Kabupaten Gowa,73,Sulawesi Selatan
730602,Bajeng,7306,Kabupaten Gowa,73,Sulawesi Selatan
730603,Tompobulu,7306,Kabupaten Gowa,73,Sulawesi Selatan
730604,Tinggimoncong,7306,Kabupaten Gowa,73,Sulawesi Selatan
730605,Parangloe,7306,Kabupaten Gowa,73,Sulawesi Selatan
730606,Bontomarannu,7306,Kabupaten Gowa,73,Sulawesi Selatan
730607,Pallangga,7306,Kabupaten Gowa,73,Sulawesi Selatan
730608,Somba Opu,7306,Kabupaten Gowa,73,Sulawesi Selatan
730609,Bungaya,7306,Kabupaten Gowa,73,Sulawesi Selatan
730610,Tombolopao,7306,Kabupaten Gowa,73,Sulawesi Selatan
730611,Biringbulu,7306,Kabupaten Gowa,73,Sulawesi Selatan
730612,Barombong,7306,Kabupaten Gowa,73,Sulawesi Selatan
730613,Pattallasang,7306,Kabupaten Gowa,73,Sulawesi Selatan
730614,Manuju,7306,Kabupaten Gowa,73,Sulawesi Selatan
730615,Bontolempangang,7306,Kabupaten Gowa,73,Sulawesi Selatan
730616,Bontonompo Selatan,7306,Kabupaten Gowa,73,Sulawesi Selatan
730617,Parigi,7306,Kabupaten Gowa,73,Sulawesi Selatan
730618,Bajeng Barat,7306,Kabupaten Gowa,73,Sulawesi Selatan
730701,Sinjai Barat,7307,Kabupaten Sinjai,73,Sulawesi Selatan
730702,Sinjai Selatan,7307,Kabupaten Sinjai,73,Sulawesi Selatan
730703,Sinjai Timur,7307,Kabupaten Sinjai,73,Sulawesi Selatan
730704,Sinjai Tengah,7307,Kabupaten Sinjai,73,Sulawesi Selatan
730705,Sinjai Utara,7307,Kabupaten Sinjai,73,Sulawesi Selatan
